Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tuves hd,49.0,80.0,0.6125,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves,38.0,63.0,0.6031746031746031,1.2698412698412698,2019-05-26,gsc_property,worldwide,mobile,
tu ves,23.0,51.0,0.45098039215686275,1.2549019607843137,2019-05-26,gsc_property,worldwide,mobile,
tu ves hd,11.0,22.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuveshd,8.0,17.0,0.47058823529411764,1.0588235294117647,2019-05-26,gsc_property,worldwide,mobile,
tv cable,8.0,65.0,0.12307692307692308,3.3076923076923075,2019-05-26,gsc_property,worldwide,mobile,
tuves hd chile,6.0,8.0,0.75,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd gratis,6.0,17.0,0.35294117647058826,1.1176470588235294,2019-05-26,gsc_property,worldwide,mobile,
problemas con tuves hd,5.0,10.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves chile,5.0,11.0,0.45454545454545453,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves pagos,5.0,37.0,0.13513513513513514,2.0,2019-05-26,gsc_property,worldwide,mobile,
tuves.cl,5.0,9.0,0.5555555555555556,1.0,2019-05-26,gsc_property,worldwide,mobile,
cable tuves,3.0,4.0,0.75,1.0,2019-05-26,gsc_property,worldwide,mobile,
call center tuves hd,3.0,3.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
canales online,3.0,47.0,0.06382978723404255,8.46808510638298,2019-05-26,gsc_property,worldwide,mobile,
numero de tuves,3.0,6.0,0.5,1.8333333333333335,2019-05-26,gsc_property,worldwide,mobile,
tuves cl,3.0,5.0,0.6,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuvez,3.0,8.0,0.375,1.625,2019-05-26,gsc_property,worldwide,mobile,
factibilidad directv,2.0,5.0,0.4,4.2,2019-05-26,gsc_property,worldwide,mobile,
televisión por cable,2.0,6.0,0.3333333333333333,5.0,2019-05-26,gsc_property,worldwide,mobile,
tu tv,2.0,14.0,0.14285714285714285,1.7857142857142856,2019-05-26,gsc_property,worldwide,mobile,
tubes tv,2.0,3.0,0.6666666666666666,2.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd canales,2.0,2.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd cdf hd,2.0,3.0,0.6666666666666666,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd chile planes,2.0,5.0,0.4,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd pago,2.0,10.0,0.2,2.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd planes,2.0,2.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves numero,2.0,3.0,0.6666666666666666,1.6666666666666665,2019-05-26,gsc_property,worldwide,mobile,
tuves pago en linea con rut,2.0,12.0,0.16666666666666666,2.0,2019-05-26,gsc_property,worldwide,mobile,
tuves. cl,2.0,3.0,0.6666666666666666,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuvez hd,2.0,6.0,0.3333333333333333,1.0,2019-05-26,gsc_property,worldwide,mobile,
tv cable barato,2.0,3.0,0.6666666666666666,1.0,2019-05-26,gsc_property,worldwide,mobile,
tv hd,2.0,12.0,0.16666666666666666,9.75,2019-05-26,gsc_property,worldwide,mobile,
tv satelital,2.0,27.0,0.07407407407407407,2.7037037037037037,2019-05-26,gsc_property,worldwide,mobile,
tvhd,2.0,12.0,0.16666666666666666,1.75,2019-05-26,gsc_property,worldwide,mobile,
cable colina,1.0,2.0,0.5,9.0,2019-05-26,gsc_property,worldwide,mobile,
cable tuves hd,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
call center tuves,1.0,3.0,0.3333333333333333,1.0,2019-05-26,gsc_property,worldwide,mobile,
canales peruanos en chile,1.0,13.0,0.07692307692307693,2.4615384615384617,2019-05-26,gsc_property,worldwide,mobile,
canales programacion,1.0,1.0,1.0,9.0,2019-05-26,gsc_property,worldwide,mobile,
canales tuves,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
cdf hd tuves,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
configuracion decodificador tuves,1.0,6.0,0.16666666666666666,2.0,2019-05-26,gsc_property,worldwide,mobile,
empresas de tv cable en chile,1.0,1.0,1.0,3.0,2019-05-26,gsc_property,worldwide,mobile,
fono tuves,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
hd tuves,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
kaon ns1410,1.0,1.0,1.0,7.0,2019-05-26,gsc_property,worldwide,mobile,
kaon vmm 1003 codigos,1.0,1.0,1.0,31.0,2019-05-26,gsc_property,worldwide,mobile,
kaonmedia hdrec vm9130,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
pagar tuves,1.0,15.0,0.06666666666666667,2.0,2019-05-26,gsc_property,worldwide,mobile,
pago tuves,1.0,7.0,0.14285714285714285,2.0,2019-05-26,gsc_property,worldwide,mobile,
planes de tv,1.0,1.0,1.0,6.0,2019-05-26,gsc_property,worldwide,mobile,
prepagos santiago de chile,1.0,1.0,1.0,15.0,2019-05-26,gsc_property,worldwide,mobile,
servicioalcliente@tuves.com,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
servicios de tv cable,1.0,1.0,1.0,5.0,2019-05-26,gsc_property,worldwide,mobile,
soporte tecnico tuves hd,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
t ves,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
telefono de tuves,1.0,3.0,0.3333333333333333,1.3333333333333333,2019-05-26,gsc_property,worldwide,mobile,
television cable,1.0,5.0,0.2,2.0,2019-05-26,gsc_property,worldwide,mobile,
televisión hd,1.0,4.0,0.25,7.25,2019-05-26,gsc_property,worldwide,mobile,
tu es hd,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tu ves cable,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tu ves.cl,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tu vez,1.0,7.0,0.14285714285714285,2.428571428571429,2019-05-26,gsc_property,worldwide,mobile,
tu vez hd,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tu.tv,1.0,3.0,0.3333333333333333,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves cdf hd,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves en linea,1.0,6.0,0.16666666666666666,2.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd cable,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd iquique,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd llamar,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd reclamos,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd servicio al cliente,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves hd trucos,1.0,7.0,0.14285714285714285,3.142857142857143,2019-05-26,gsc_property,worldwide,mobile,
tuves iquique,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves programacion,1.0,3.0,0.3333333333333333,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves s.a,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves saldo,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves television,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves tv cable,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuveshd.cl,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuvestv,1.0,5.0,0.2,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuvezhd,1.0,8.0,0.125,1.0,2019-05-26,gsc_property,worldwide,mobile,
tv cable prepago,1.0,3.0,0.3333333333333333,3.3333333333333335,2019-05-26,gsc_property,worldwide,mobile,
tv hd chile,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,mobile,
tv hd online,1.0,1.0,1.0,19.0,2019-05-26,gsc_property,worldwide,mobile,
tv satelital chile,1.0,7.0,0.14285714285714285,1.0,2019-05-26,gsc_property,worldwide,mobile,
tv satelital prepago,1.0,2.0,0.5,2.0,2019-05-26,gsc_property,worldwide,mobile,
tveshd,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tvves,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tú ves,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
www tuves cl pago,1.0,1.0,1.0,2.0,2019-05-26,gsc_property,worldwide,mobile,
13.cl programacion,0.0,1.0,0.0,38.0,2019-05-26,gsc_property,worldwide,mobile,
6000 81 6000,0.0,1.0,0.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
abby hatcher juguetes,0.0,1.0,0.0,19.0,2019-05-26,gsc_property,worldwide,mobile,
antena satelital hd,0.0,1.0,0.0,5.0,2019-05-26,gsc_property,worldwide,mobile,
antenas satelitales,0.0,1.0,0.0,9.0,2019-05-26,gsc_property,worldwide,mobile,
antenas satelitales para tv gratis chile,0.0,1.0,0.0,10.0,2019-05-26,gsc_property,worldwide,mobile,
cable,0.0,30.0,0.0,9.966666666666667,2019-05-26,gsc_property,worldwide,mobile,
cable barato,0.0,1.0,0.0,1.0,2019-05-26,gsc_property,worldwide,mobile,
tuves,13.0,21.0,0.6190476190476191,1.0952380952380953,2019-05-26,gsc_property,worldwide,desktop,
tu ves hd,4.0,6.0,0.6666666666666666,1.0,2019-05-26,gsc_property,worldwide,desktop,
tuves programacion,4.0,4.0,1.0,1.0,2019-05-26,gsc_property,worldwide,desktop,
canales hd online,3.0,5.0,0.6,8.2,2019-05-26,gsc_property,worldwide,desktop,
canales online,3.0,51.0,0.058823529411764705,9.72549019607843,2019-05-26,gsc_property,worldwide,desktop,
tuves hd,3.0,11.0,0.2727272727272727,1.0,2019-05-26,gsc_property,worldwide,desktop,
tuves online,3.0,3.0,1.0,1.0,2019-05-26,gsc_property,worldwide,desktop,
television prepago,2.0,2.0,1.0,3.0,2019-05-26,gsc_property,worldwide,desktop,
tuveshd,2.0,7.0,0.2857142857142857,1.0,2019-05-26,gsc_property,worldwide,desktop,
tv cable,2.0,20.0,0.1,3.2,2019-05-26,gsc_property,worldwide,desktop,
tv cable online,2.0,24.0,0.08333333333333333,10.625,2019-05-26,gsc_property,worldwide,desktop,
canales satelitales,1.0,1.0,1.0,3.0,2019-05-26,gsc_property,worldwide,desktop,
nosotros te llamamos,1.0,1.0,1.0,5.0,2019-05-26,gsc_property,worldwide,desktop,
programacion golden plus hd,1.0,1.0,1.0,9.0,2019-05-26,gsc_property,worldwide,desktop,
tu vez hd,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,desktop,
tu.tv. ...,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,desktop,
tuves chile,1.0,2.0,0.5,1.0,2019-05-26,gsc_property,worldwide,desktop,
tuves hd chile,1.0,1.0,1.0,1.0,2019-05-26,gsc_property,worldwide,desktop,
