Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tuves hd,39.0,63.0,0.6190476190476191,1.0158730158730158,2019-05-24,gsc_property,worldwide,mobile,
tuves,37.0,66.0,0.5606060606060606,1.0454545454545454,2019-05-24,gsc_property,worldwide,mobile,
tu ves,23.0,44.0,0.5227272727272727,1.0454545454545454,2019-05-24,gsc_property,worldwide,mobile,
tu ves hd,18.0,26.0,0.6923076923076923,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuveshd,9.0,29.0,0.3103448275862069,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves online,8.0,8.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves hd chile,7.0,8.0,0.875,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves.cl,7.0,17.0,0.4117647058823529,1.0,2019-05-24,gsc_property,worldwide,mobile,
mipunto tubes cl,5.0,5.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves hd cdf hd,5.0,8.0,0.625,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves hd gratis,5.0,11.0,0.45454545454545453,1.2727272727272727,2019-05-24,gsc_property,worldwide,mobile,
tv cable,5.0,59.0,0.0847457627118644,4.033898305084746,2019-05-24,gsc_property,worldwide,mobile,
tu tv,4.0,6.0,0.6666666666666666,1.3333333333333333,2019-05-24,gsc_property,worldwide,mobile,
tu vez hd,4.0,8.0,0.5,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves cl,4.0,4.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves pagos,4.0,25.0,0.16,2.0,2019-05-24,gsc_property,worldwide,mobile,
tv hd,4.0,17.0,0.23529411764705882,4.352941176470589,2019-05-24,gsc_property,worldwide,mobile,
mi punto tuves.cl,3.0,3.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
numero de tuves,3.0,5.0,0.6,1.2,2019-05-24,gsc_property,worldwide,mobile,
servicio al cliente tuves,3.0,4.0,0.75,1.0,2019-05-24,gsc_property,worldwide,mobile,
servicioalcliente@tuves.com,3.0,4.0,0.75,1.0,2019-05-24,gsc_property,worldwide,mobile,
tu ves cable,3.0,4.0,0.75,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves chile,3.0,7.0,0.42857142857142855,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves en linea,3.0,4.0,0.75,2.0,2019-05-24,gsc_property,worldwide,mobile,
tuves programacion,3.0,5.0,0.6,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuvez,3.0,8.0,0.375,1.0,2019-05-24,gsc_property,worldwide,mobile,
tv satelital,3.0,21.0,0.14285714285714285,4.571428571428571,2019-05-24,gsc_property,worldwide,mobile,
www tuves cl pago,3.0,5.0,0.6,2.0,2019-05-24,gsc_property,worldwide,mobile,
call center tuves,2.0,3.0,0.6666666666666666,1.0,2019-05-24,gsc_property,worldwide,mobile,
problemas con tuves hd,2.0,4.0,0.5,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves cable,2.0,4.0,0.5,1.0,2019-05-24,gsc_property,worldwide,mobile,
tuves fono,2.0,3.0,0.6666666666666666,2.0,2019-05-24,gsc_property,worldwide,mobile,
tuves iquique,2.0,2.0,1.0,2.0,2019-05-24,gsc_property,worldwide,mobile,
tuves tv cable,2.0,5.0,0.4,1.0,2019-05-24,gsc_property,worldwide,mobile,
tv cable chile,2.0,11.0,0.18181818181818182,3.727272727272727,2019-05-24,gsc_property,worldwide,mobile,
cable tuves,1.0,7.0,0.14285714285714285,1.0,2019-05-24,gsc_property,worldwide,mobile,
call center tuves hd,1.0,1.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
canales tuves,1.0,1.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
canales tuves hd,1.0,1.0,1.0,1.0,2019-05-24,gsc_property,worldwide,mobile,
centro de pago tuves hd,1.0,4.0,0.25,1.0,2019-05-24,gsc_property,worldwide,mobile,
como contratar cable,1.0,5.0,0.2,7.0,2019-05-24,gsc_property,worldwide,mobile,
