Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tuves,45.0,73.0,0.6164383561643836,1.0273972602739727,2019-05-15,gsc_property,worldwide,mobile,
tuves hd,42.0,60.0,0.7,1.0,2019-05-15,gsc_property,worldwide,mobile,
tuves chile,33.0,46.0,0.717391304347826,1.0,2019-05-15,gsc_property,worldwide,mobile,
tuves hd planes,31.0,45.0,0.6888888888888889,1.0,2019-05-15,gsc_property,worldwide,mobile,
tu ves hd,28.0,36.0,0.7777777777777778,1.0,2019-05-15,gsc_property,worldwide,mobile,
tuves hd chile,24.0,27.0,0.8888888888888888,1.0,2019-05-15,gsc_property,worldwide,mobile,
tu ves,20.0,44.0,0.45454545454545453,1.2045454545454546,2019-05-15,gsc_property,worldwide,mobile,
tu ves cable,5.0,7.0,0.7142857142857143,1.0,2019-05-15,gsc_property,worldwide,mobile,
mi punto tuves.cl,4.0,4.0,1.0,1.0,2019-05-15,gsc_property,worldwide,mobile,
pagar tuves hd,4.0,10.0,0.4,2.0,2019-05-15,gsc_property,worldwide,mobile,
tu vez,4.0,8.0,0.5,1.0,2019-05-15,gsc_property,worldwide,mobile,
tu vez hd,4.0,7.0,0.5714285714285714,1.0,2019-05-15,gsc_property,worldwide,mobile,
tuves cable,4.0,5.0,0.8,1.0,2019-05-15,gsc_property,worldwide,mobile,
tuves hd pagos,4.0,21.0,0.19047619047619047,2.0,2019-05-15,gsc_property,worldwide,mobile,
tuveshd,4.0,9.0,0.4444444444444444,1.0,2019-05-15,gsc_property,worldwide,mobile,
tv cable,4.0,68.0,0.058823529411764705,5.294117647058823,2019-05-15,gsc_property,worldwide,mobile,
cable tuves,3.0,7.0,0.42857142857142855,1.0,2019-05-15,gsc_property,worldwide,mobile,
cable tv,3.0,13.0,0.23076923076923078,4.384615384615385,2019-05-15,gsc_property,worldwide,mobile,
numero de telefono de tuves,3.0,8.0,0.375,1.75,2019-05-15,gsc_property,worldwide,mobile,
tu tv hd,3.0,22.0,0.13636363636363635,5.045454545454546,2019-05-15,gsc_property,worldwide,mobile,
