Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tuves,38.0,56.0,0.6785714285714286,1.1428571428571428,2019-05-22,gsc_property,worldwide,mobile,
tuves hd,33.0,52.0,0.6346153846153846,1.0,2019-05-22,gsc_property,worldwide,mobile,
tu ves hd,25.0,39.0,0.6410256410256411,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves chile,23.0,30.0,0.7666666666666667,1.0,2019-05-22,gsc_property,worldwide,mobile,
tu ves,19.0,49.0,0.3877551020408163,1.183673469387755,2019-05-22,gsc_property,worldwide,mobile,
pagar tuves,6.0,16.0,0.375,2.0,2019-05-22,gsc_property,worldwide,mobile,
numero de telefono de tuves,5.0,5.0,1.0,1.8,2019-05-22,gsc_property,worldwide,mobile,
tu ves cable,5.0,8.0,0.625,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves.cl,5.0,6.0,0.8333333333333334,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves hd pagos,4.0,15.0,0.26666666666666666,2.0,2019-05-22,gsc_property,worldwide,mobile,
tuves programacion,4.0,4.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves. cl,4.0,4.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
tv cable,4.0,39.0,0.10256410256410256,6.615384615384615,2019-05-22,gsc_property,worldwide,mobile,
numero de tuves,3.0,6.0,0.5,1.6666666666666665,2019-05-22,gsc_property,worldwide,mobile,
television satelital,3.0,32.0,0.09375,2.25,2019-05-22,gsc_property,worldwide,mobile,
tu vez hd,3.0,13.0,0.23076923076923078,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves cable,3.0,5.0,0.6,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves hd cdf hd,3.0,7.0,0.42857142857142855,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves hd gratis,3.0,7.0,0.42857142857142855,1.1428571428571428,2019-05-22,gsc_property,worldwide,mobile,
tuves tv,3.0,4.0,0.75,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuveshd,3.0,13.0,0.23076923076923078,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuvez,3.0,5.0,0.6,1.0,2019-05-22,gsc_property,worldwide,mobile,
www tuves cl,3.0,4.0,0.75,1.0,2019-05-22,gsc_property,worldwide,mobile,
call center tuves hd,2.0,2.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
canales tuves,2.0,5.0,0.4,1.0,2019-05-22,gsc_property,worldwide,mobile,
hd tuves,2.0,2.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
número de tuves,2.0,3.0,0.6666666666666666,1.6666666666666665,2019-05-22,gsc_property,worldwide,mobile,
problemas con tuves hd,2.0,6.0,0.3333333333333333,1.0,2019-05-22,gsc_property,worldwide,mobile,
servicioalcliente@tuves.com,2.0,2.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
tu tv hd,2.0,39.0,0.05128205128205128,5.3076923076923075,2019-05-22,gsc_property,worldwide,mobile,
tu vez,2.0,6.0,0.3333333333333333,2.0,2019-05-22,gsc_property,worldwide,mobile,
tuves hd cable,2.0,2.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves hd chile,2.0,2.0,1.0,1.0,2019-05-22,gsc_property,worldwide,mobile,
tuves hd numero telefonico,2.0,6.0,0.3333333333333333,1.8333333333333335,2019-05-22,gsc_property,worldwide,mobile,
tuves pago,2.0,9.0,0.2222222222222222,2.0,2019-05-22,gsc_property,worldwide,mobile,
tuves pagos,2.0,4.0,0.5,2.0,2019-05-22,gsc_property,worldwide,mobile,
tv cable chile,2.0,9.0,0.2222222222222222,5.777777777777778,2019-05-22,gsc_property,worldwide,mobile,
tv cable satelital,2.0,4.0,0.5,1.0,2019-05-22,gsc_property,worldwide,mobile,
tv cable tuves,2.0,3.0,0.6666666666666666,1.0,2019-05-22,gsc_property,worldwide,mobile,
